STRUCTURE_NUMBER_008,ADT_029,STRUCTURE_LEN_MT_049,DECK_WIDTH_MT_052,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060
30605,25,8.5,7.3,7,7,7
30606,100,9.1,9.8,7,7,7
30607,835,7.8,10,N,N,N
30608,20,24.7,7.5,8,7,6
30609,35,14.5,6.1,8,6,6
3061,306,76.5,11.4,7,8,7
30610,5,24.4,4.9,8,8,8
30611,40,24.4,4.9,8,8,9
30612,20,9.1,6.1,8,8,8
30613,20,12.2,6.1,8,8,9
30614,15,14,4.9,8,7,8
30615,40,15.2,7.3,8,7,7
30616,35,15.2,7.3,9,8,9
30617,45,21,7.4,7,8,8
30618,20,21.3,6.2,7,7,8
30619,25,9.1,7.3,7,7,6
3062,4724,78,14.2,7,7,6
30620,15,10.4,6.2,8,6,7
30621,35,22.6,7.3,7,7,7
30622,50,21,7.3,7,7,6
30623,25,7,6.2,8,7,8
30624,50,15.5,7.3,7,7,7
30625,50,14.3,6.2,8,6,5
30626,50,8.8,7.3,7,7,3
30627,35,8.1,6.2,8,6,8
30628,40,14.6,7.3,7,7,6
30629,30,12.5,7.3,8,8,8
3063,7273,69.5,23,6,6,6
30630,45,13.4,7.3,7,7,7
30631,35,12.5,7.3,8,8,8
30632,45,18.6,7.3,7,7,6
30633,50,22.3,7.3,7,7,6
30634,20,15.2,7.3,8,8,8
30635,45,23.2,7.3,7,7,5
30636,35,16.5,7.3,7,7,7
30637,75,44.5,7.9,8,9,8
30638,35,14.6,7.3,7,7,6
30639,2500,20.6,16.3,7,7,8
3064,3464,69.5,13,7,7,7
30640,35,22.3,8,8,8,9
30641,10500,160.6,19.5,7,9,8
30642,110,12.2,7.6,7,8,8
30643,100,18.3,7.3,7,8,9
30644,40,37.5,7.5,7,6,7
30645,15,13.7,6.9,8,8,8
30646,20,12.2,6.7,8,8,8
30647,20,9.2,6.6,8,7,8
30648,35,9.1,6.6,7,7,7
30649,5,13.7,6.7,8,8,8
3065,3659,69.2,12.6,7,7,8
30650,20,18.3,6.7,8,8,8
30651,20,16.8,7,8,7,7
30652,35,40.5,6.9,8,8,8
30654,35,10.1,6.1,8,8,8
30655,20,18.3,6.1,8,8,8
30656,20,12.2,6.1,8,8,8
30657,15,18.3,6.1,8,8,8
30658,35,18.3,6.1,8,8,8
30659,45,11,5.6,7,4,7
3066,3464,46.3,13,7,7,7
30660,35,16.2,5.9,7,6,7
30661,20,10.7,5.6,7,7,6
30662,30,12.8,5.2,7,7,7
30663,70,33.5,7.5,7,6,5
30664,30,18.3,6.1,8,8,8
30665,17878,68,24.4,6,7,8
30666,12286,12.8,24,7,7,9
30667,21603,457.2,16.7,7,8,7
30669,15,15.3,7.6,8,8,8
3067,3659,46.3,12.6,7,7,7
30670,35,35.4,7.6,8,9,4
30671,15,27.5,7.6,8,8,8
30672,50,23.2,7.3,7,7,7
30673,35,13,7.5,8,8,9
30674,6929,10.1,0,N,N,N
30675,334,22.9,10.6,8,8,8
30676,6000,41.1,13.9,8,8,8
30677,13660,6.4,12.2,N,N,N
30678,1527,19.5,20.3,6,7,7
30679,1817,8.2,0,N,N,N
3068,6606,68.9,14.4,7,8,6
30680,298,12.5,9.8,N,N,N
30681,6954,7,0,N,N,N
30683,100,100.3,8.1,8,9,9
30684,25,18.6,7.3,8,8,7
30685,20,9.4,7.3,8,8,8
30686,7500,31.4,13,7,8,8
30687,50,23.3,7.5,8,7,8
30688,35,8.7,0,N,N,N
3069,1252,837.7,10,6,6,7
30690,150,27.4,7.9,8,9,8
30691,25,31.4,7.9,8,9,8
30692,30,15.2,6.1,8,7,7
30693,150,13.1,7.3,7,9,6
30694,75,12.2,6.1,8,8,9
30695,35,9.3,6.1,8,8,8
30696,35,27.4,7.5,8,8,8
30697,18796,36.4,20.7,7,7,6
30698,28373,29.1,23.8,7,7,7
30699,5663,53.6,13,7,7,8
307,62,68.3,8.1,5,7,7
3070,564,269.7,9.4,4,7,7
30700,5,30.5,5.2,8,8,3
30701,50,18.3,7.5,8,8,7
30702,15,12.2,7.5,8,8,8
30703,25,12.2,7.5,8,8,8
30704,15,12.2,6.3,8,8,8
30705,20,15.3,7.5,8,8,8
30706,5,13.6,6.3,8,7,4
30707,55,15.2,6.9,8,8,9
30708,30,15.2,6.9,9,8,9
30709,35,20.3,7.5,8,8,9
3071,986,83.8,8.7,7,7,7
30710,50,18.3,6.9,8,8,9
30711,150,10.1,7.8,7,7,7
30712,50,25.9,7.5,7,8,9
30713,100,6.8,5.5,1,1,1
30714,20,6.7,3.3,7,7,7
30715,100,7,9.8,8,8,6
30716,30,16.8,6.4,8,7,7
30717,40,25.3,6.4,8,8,7
30718,40,16.2,6.4,8,7,7
30719,20,9.1,9,9,8,5
3072,468,163.1,8.7,7,6,7
30720,40,7.8,6.1,8,8,6
30721,400,21.8,8.3,7,8,8
30722,12604,41.1,13.4,7,7,7
30723,35,35.1,8.1,8,8,8
30724,15,18,6.3,8,7,7
30725,5,45.6,6.3,8,7,7
30726,10,21.9,6.1,8,7,7
30727,35,7.9,5.5,8,8,8
30728,35,7.8,5.5,8,8,8
30729,150,12.4,6.9,8,7,8
3073,456,197.7,9.6,6,7,6
30730,25,26.3,5.5,7,8,8
30731,15,10.1,7,7,6,9
30732,20,55.8,7.5,8,8,8
30733,3412,67.7,14.8,6,7,8
30734,35,12.2,7.3,7,7,8
30735,30,66.4,7.5,8,8,8
30736,50,14,7.8,8,7,8
30738,258,14.3,8.9,N,N,N
30739,402,14.3,8.9,N,N,N
3074,944,66.4,8.8,4,4,7
30740,104,16.5,9.1,N,N,N
30741,200,9.1,8.2,N,N,N
30742,294,36,9.1,8,8,6
30743,203,24.7,7.9,8,8,9
30744,345,51.2,7.9,8,8,9
30745,1900,20.7,11.3,N,N,N
30746,957,8.5,13.1,N,N,N
30747,45,42.4,7.9,9,9,9
30748,35,27.7,8.1,8,8,7
30749,15,29,7.5,8,7,9
30750,100,33.5,7.5,8,8,8
30751,35,38.1,7.5,8,8,9
30752,35,7.6,0,N,N,N
30753,15,22.9,7.5,9,9,8
30754,5363,67.8,13,7,9,8
30755,35,18.3,7.5,8,8,8
30756,35,9.1,7.5,9,9,9
30757,75,24.9,7.5,8,7,9
30758,50,42.7,7.5,8,9,9
30759,1000,17.8,0,N,N,N
3076,1158,100.3,9.3,8,4,7
30760,50,7.7,0,N,N,N
30761,20,19.1,0,N,N,N
30762,30,43.6,7.5,8,8,8
30763,3100,46.6,15.7,8,9,9
30764,30,18.3,4.9,8,8,8
30765,10,30.5,4.9,8,8,7
30766,10,12.2,4.9,8,8,8
30767,800,11.8,8.2,N,N,N
30769,350,43.3,8.1,8,8,9
3077,8972,76,10.6,7,8,7
30770,2700,42.4,10.7,6,9,9
30771,5000,26.5,11.8,7,7,7
30772,6500,9.4,0,N,N,N
30773,6500,6.7,0,N,N,N
30774,2200,14.9,0,N,N,N
30775,1000,10.4,14,N,N,N
30776,6930,54.9,20.4,8,8,8
30778,10,8.8,8.5,N,N,N
30779,72,22.6,8.7,7,6,7
3078,8972,68,10.6,8,8,7
30780,224,28.7,8.7,7,7,7
30781,20,6.7,9.8,N,N,N
30782,20,6.7,9.8,N,N,N
30783,200,7,0,N,N,N
30784,100,19.5,0,N,N,N
30785,100,16.5,0,N,N,N
30786,1000,61.6,21.9,7,7,6
30787,1000,64.6,22.1,7,7,8
30788,200,7.3,7.3,N,N,N
30789,1400,8.8,0,N,N,N
3079,5790,53,10.5,5,5,4
30790,2130,22.3,0,N,N,N
30791,8683,17.1,0,N,N,N
30792,2000,34.4,17.1,6,6,7
30793,1440,7,0,N,N,N
30794,3500,31.1,0,N,N,N
30795,30,18.3,8.8,7,8,9
30796,40,9.1,7.8,9,9,7
30797,35,9.1,8.1,9,9,6
30798,45,11.3,7.8,8,8,8
30799,35,7.3,7.8,8,8,9
308,976,100.3,8.1,6,7,7
3080,5790,50,10.4,4,4,4
30800,25,9.1,7.8,9,8,9
30801,30,11.3,7.8,9,9,9
30802,1482,69.3,13,8,9,9
30803,590,45.4,10.6,8,8,9
30806,35,45.1,8.1,9,9,9
30807,35,49.7,8.1,9,9,9
30808,100,65.8,7.9,9,7,8
30809,761,55.2,10.6,8,9,8
3081,5987,157.9,10.6,9,7,7
30810,257,11,0,N,N,N
30811,364,44.3,10.6,7,7,9
30812,2331,73.7,13,7,7,8
30813,2599,41.2,13,7,7,8
30814,2754,14.8,0,N,N,N
30815,161,46.2,8.7,7,7,9
30816,300,14.8,7.9,7,8,7
30817,300,8.2,7.9,9,9,7
30818,100,7.3,7.9,8,8,8
30819,35,9.2,7.9,7,6,7
3082,5585,9.7,0,N,N,N
30820,145,83.8,8.7,7,7,9
30821,469,47.2,10.6,7,8,9
30822,378,57.6,10.6,7,7,9
30823,378,8,0,N,N,N
30824,50,37.5,7.5,7,7,9
30825,30,7.2,0,N,N,N
30826,136,44.9,8.7,8,9,9
30827,808,101.2,10.5,7,7,8
30828,29400,18.3,49.3,7,6,8
3083,5657,11.8,0,N,N,N
30830,9442,64,19.4,6,7,8
30831,25,96.3,7.5,8,7,9
30832,15,45.7,7.5,8,9,9
30833,30,9.3,6.6,9,9,8
30834,5,12.3,6.6,9,9,9
30835,4873,24.7,17.1,7,7,6
30837,40,31.2,7.5,7,7,8
30838,50,31.2,7.5,8,8,8
30839,10,6.1,0,N,N,N
3084,5585,9.7,0,N,N,N
30840,20,18.3,4.9,8,8,8
30841,10,12.2,4.9,8,8,8
30842,10,18.3,4.9,8,8,8
30843,20,21.3,4.9,8,8,8
30844,35,24.4,4.9,8,8,7
30845,5,30.5,6.1,8,8,8
30846,15,15.2,6.1,8,8,8
30847,15,18.3,6.1,8,8,8
30848,10,6.7,5.2,8,6,6
30849,35,55.2,8.1,8,8,8
30850,500,31.1,10.4,8,8,8
30852,600,14.6,16.2,N,N,N
30853,5240,10.1,0,N,N,N
30854,150,9.3,10.4,N,N,N
30856,100,55.5,7.3,8,8,9
30857,5,54.3,8.1,8,8,8
30858,50,36.6,7.5,7,8,7
30859,40,42.7,8.1,9,9,9
3086,5657,7,0,N,N,N
30860,1500,23.6,14.6,5,5,7
30861,3300,109.7,13,7,8,8
30862,22232,53,16.1,7,7,9
30863,4942,198.1,15.9,7,7,7
30864,5092,198.1,12.8,7,7,7
30865,7126,64.1,15.9,7,7,9
30866,414,35.9,10.6,7,9,6
30867,7126,64.1,15.9,7,7,9
30868,60,8.5,7,8,8,8
30869,38345,59.7,13,8,8,8
3087,5364,89.6,13,6,7,7
30870,4942,141,16.7,6,9,9
30871,5092,122.1,17.3,6,9,9
30872,100,6.4,10.2,N,N,N
30874,25,15.2,6.9,8,7,8
30875,1737,15.9,10.5,7,7,7
30876,121,30.5,8.7,7,9,7
30877,5362,67.7,13,7,7,7
30878,276,66.2,10.6,7,8,9
30879,22232,56.1,12.4,7,8,8
3088,5858,89.3,12.6,7,7,8
30880,100,15.2,7.5,7,7,9
30881,40,73.2,7.5,7,7,8
30882,20,7,0,N,N,N
30883,10,13.8,0,N,N,N
30884,45,28,7.3,8,9,9
30885,250,20.7,8.2,8,9,9
30886,25,6.1,0,N,N,N
30887,10,21.3,7.3,9,6,9
30888,25,10.7,0,N,N,N
30889,40,22.3,7.5,9,7,9
3089,562,43.6,9,7,6,8
30890,50,21.3,7.5,9,9,9
30891,3628,10.6,0,N,N,N
30892,5018,91.8,13,7,8,8
30893,580,86.3,13,8,8,9
30894,15537,29,12.9,8,9,8
30895,5018,8.3,0,N,N,N
30896,20,7.6,5.3,N,N,N
30897,1316,25.3,13.7,5,5,7
30898,20,39.9,7.5,8,9,9
30899,40,39.6,7.5,8,8,8
309,6157,78,16.7,7,8,7
3090,1294,81.1,12.6,7,7,7
30900,40,39,7.5,7,7,8
30901,5,24.4,5.6,8,8,8
30902,10,12.2,5.6,8,6,8
30903,15,9.8,5.5,7,7,7
30904,1173,13.1,7.9,8,8,7
30905,50,20.4,7.5,8,8,8
30906,30,23.8,7.5,8,8,9
30907,30,20.4,7.5,8,8,9
30908,50,16.2,9.1,7,8,9
30909,50,13.1,7.5,7,8,8
3091,225,7,0,N,N,N
30910,50,44.5,7.5,8,8,9
30911,30,21.3,7.5,8,8,9
30912,15,15.2,4.9,8,8,8
30913,15,15.2,5,8,8,8
30914,10,11.5,8.2,8,6,8
30915,10,16.7,7.3,7,7,7
30916,10,13.7,7.3,7,7,7
30917,15,15.2,6.1,8,8,8
30918,5,15.2,6.1,8,8,8
30919,5,21.3,6.1,8,8,8
3092,3917,56.1,15.3,7,8,7
30920,5,42.7,6.1,7,8,8
30921,15,42.7,6.1,8,8,8
30922,10,13.7,7.3,7,7,7
30923,10,7.6,5.6,8,6,7
30927,15,6.7,0,N,N,N
30928,15,6.4,7.3,6,6,4
30929,25,9.8,7,N,N,N
3093,1684,51.2,12.8,7,7,8
30930,25,14.3,7.3,N,N,N
30931,50,9.4,8.4,8,8,8
30932,50,9.4,7.3,7,7,5
30933,25,15.5,7,7,7,7
30934,50,35.4,8.1,8,7,8
30935,71,22.3,7.9,8,8,8
30936,30,69.8,7.9,8,8,9
30937,15,21.3,7.5,8,8,6
30938,50,57.9,7.5,6,8,8
30939,50,12.2,6.9,8,8,8
3094,956,84.1,11.2,7,7,7
30940,25,16.8,7.5,7,7,7
30941,15,17.1,7.5,7,8,7
30942,100,11,7.3,8,8,8
30943,100,8.2,7.3,8,8,8
30944,350,16.8,7.9,8,8,7
30945,35,29.9,8.1,8,9,9
30946,5,15.2,7.5,7,7,6
30947,75,15.8,7.9,8,8,8
30948,50,7.3,8.2,8,8,8
30949,50,7.3,13.1,8,8,8
30950,50,6.6,7,8,8,8
30951,50,9.4,8.2,8,8,8
30952,75,15.8,7.6,8,8,8
30953,50,22.9,7.3,7,9,9
30954,50,34.1,7.3,8,9,9
30955,30,10.4,0,N,N,N
30956,100,6.9,0,N,N,N
30957,100,9.8,0,N,N,N
30958,100,37.5,7.3,8,8,7
3096,4812,57,12.6,7,8,8
30960,100,16.8,0,N,N,N
30961,100,43.3,7.3,9,9,7
30962,35,19.5,7.3,8,8,8
30963,35,9.1,6.7,7,7,6
30964,22,10.7,6.4,7,7,6
30965,22,9.1,5.9,6,6,6
30967,27391,233.3,21,7,8,7
30968,100,23.8,7.3,7,7,7
30969,20,9.8,0,N,N,N
3097,1939,88.1,15.3,7,8,7
30970,150,20.7,7.3,7,7,9
30971,30,21.9,7.3,8,7,8
30972,30,23.8,7.3,8,7,8
30973,40,15.8,7.3,7,7,8
30974,40,12.2,7.5,8,7,8
30975,40,9.8,7.3,8,7,8
30976,50,11.3,7.4,8,7,8
30977,1000,9.1,0,N,N,N
30978,20,18.6,7.3,8,7,7
30979,5,12.2,6.4,8,9,9
3098,1684,88.1,15.3,7,8,8
30980,5,15.5,6.4,8,8,8
30981,15,15.2,6.4,8,8,8
30982,10,18.3,6.4,9,9,9
30983,40,36.6,7.5,8,7,7
30984,250,36.6,8,7,7,8
30985,3800,8.8,0,N,N,N
30986,3000,19.8,14.6,6,6,7
30987,161,53.3,9.1,6,6,7
3099,448,79.9,9.4,7,7,7
30990,250,28,8.1,7,8,8
30992,35,61.9,8.1,8,9,8
30993,750,9.8,7.3,5,5,7
30994,15500,60.7,20.9,6,6,8
30995,50,13.2,7.3,8,8,8
30996,25,55.8,7.5,7,7,7
30997,400,23.2,10.1,5,5,8
30998,2000,11.9,0,N,N,N
30999,1000,7.3,0,N,N,N
3100,2721,144.5,8.4,6,7,7
31000,10,14,0,N,N,N
31001,100000,13.7,0,N,N,N
31003,1000,7,0,N,N,N
31004,15000,7.3,0,N,N,N
31005,700,11.9,0,N,N,N
31006,200,9,0,N,N,N
31007,1200,13.1,0,N,N,N
31008,350,8.5,0,N,N,N
31009,350,8.2,9.1,N,N,N
31010,9557,14.6,0,N,N,N
31011,9137,8.5,29.9,N,N,N
31012,110,27.1,8.7,9,9,9
31013,200,12.8,7.9,8,8,8
31014,50,18.3,7.3,8,9,9
31015,25,14,7.6,8,7,8
31016,35,16,7.6,8,7,8
31017,10,12.8,7.6,8,7,6
31018,15,12.5,7.6,8,7,8
31019,25,12.8,7.6,8,7,8
3102,4812,131.4,12.6,6,8,8
31020,10,15.3,7.6,8,7,8
31021,15,14.4,7.6,8,7,8
31022,10,15.2,7.6,8,7,8
31023,5,13.8,3.8,6,6,6
31024,5,14.9,7.6,8,7,8
31025,30,9,7.3,7,8,7
31026,20,46.9,8.1,8,8,8
31027,100,6.7,0,N,N,N
31028,150,7,11.4,N,N,N
31029,500,7.3,9.6,N,N,N
3103,15106,131.1,21.7,6,5,6
31030,5,7,0,N,N,N
31034,35,21.6,7.3,8,8,8
31037,4610,68.3,12.4,8,9,9
31038,4610,80.5,12.4,7,9,9
31039,9545,138.4,12.2,7,9,9
3104,1512,191.4,13.2,7,7,7
31040,8964,49.7,12.2,7,9,9
31041,10,17.5,6.1,8,7,6
31042,15,19.4,6.2,8,7,7
31043,15,12.6,6.1,7,7,7
31044,50,36.6,8.1,8,8,8
31045,10656,250.8,14.8,6,9,8
31046,7737,9.1,0,N,N,N
31047,46049,87.5,26,7,9,9
31048,75,8.1,0,N,N,N
31049,3696,15.2,0,N,N,N
3105,1059,282.2,13.2,7,6,6
31050,8848,6.4,0,N,N,N
31051,9278,7.1,0,N,N,N
31053,14653,10,0,N,N,N
31054,50,32.7,8.1,7,8,8
31055,200,20.1,8.2,9,6,5
31056,30,23.8,7.5,8,9,8
31057,150,82,11.5,8,9,9
31058,5,9.6,3.8,5,5,4
31059,15,11.3,6.9,8,6,8
3106,128,12.2,0,N,N,N
31060,40,23.2,7.5,8,7,9
31061,5,9.1,3.4,7,6,3
31063,300,8.2,13.1,7,7,7
31064,100,7,13.1,N,N,N
31065,50,8.7,7.8,7,7,7
31066,40,58.5,7.5,9,9,9
31067,45,21.9,7,9,7,7
31068,30,27.7,6.9,7,7,8
31069,50,18.9,7,7,7,7
3107,1512,11,0,N,N,N
31070,50,12.5,7,7,7,7
31071,110,26.2,7,7,7,8
31072,10,11.3,6.9,7,7,8
31073,30,18.3,7.1,7,7,6
31074,45,15.5,7.2,8,7,7
31075,30,9.1,6.9,7,7,8
31076,30,11.9,7,7,7,8
31077,50,43.3,7.5,9,9,9
31078,5,7.2,0,N,N,N
31079,35,6.9,0,N,N,N
3108,2860,79.6,8.6,5,7,6
31080,50,7.3,6.1,7,7,7
31081,50,8.2,7.1,7,7,7
31082,3419,8.1,0,N,N,N
31083,16500,23.8,19.9,8,8,9
31084,1710,8.5,11,N,N,N
31085,41835,92.7,29.5,7,7,8
31086,10,13.1,6.2,8,7,8
31087,25,12.2,6.2,8,6,7
31088,25,12.2,6.2,8,6,8
31089,25,7.6,6.2,8,7,6
3109,210,15.1,0,N,N,N
31090,20,7.6,6.2,8,6,8
31091,15,11.9,6.2,8,7,8
31092,26743,175.6,18.3,7,9,8
31093,23008,175.6,18.3,7,9,8
31094,2075,140.2,11.5,7,9,7
31095,54697,60.4,29.5,6,8,8
31096,5711,684.9,16.9,7,6,7
31097,20,21.3,6.2,7,7,8
31098,200,18,8.1,7,8,8
31099,250,23.7,7.3,7,7,8
311,596,70.7,8.1,8,8,7
3110,101,164.3,9.4,7,7,7
31100,20,7.6,0,N,N,N
31102,1530,19.8,10.6,7,7,8
31103,20,9.1,4.9,7,7,7
31104,30,6.2,5.6,8,8,7
31105,80,11.9,8.1,7,7,8
31106,10,12.3,5.5,8,7,8
31107,10,12.3,5.5,8,7,8
31108,15,12.3,5.5,8,7,8
31109,15,20.4,5.5,8,8,7
3111,6274,167.9,12.8,6,7,7
31110,25,12.5,5.5,7,7,8
31111,20,13.7,5.5,7,7,8
31112,10,9.6,5.5,8,8,8
31113,20,21.6,5.5,8,7,8
31114,30,27.8,5.5,8,8,8
31115,40,21.6,5.5,8,9,8
31116,10,30.3,7.6,9,9,7
31117,20,10.9,7.8,8,8,8
31118,20,36.4,7.6,8,8,7
31119,10,27.6,7.6,8,8,8
3112,13720,93,8.6,7,7,8
31120,35,35.5,7.6,8,9,8
31121,320,14.9,7.9,N,N,N
31122,320,9.8,10.1,N,N,N
31123,1000,10.6,12.2,N,N,N
31124,15,45.4,7.5,8,9,9
31125,10,18.3,6.1,8,8,8
31126,20,18.3,6.1,8,8,8
31127,4868,71.4,11.1,7,7,8
31128,15,12.2,6.1,8,8,8
31129,20,10.1,6.1,8,8,8
3113,8865,27.7,8.6,6,6,7
31130,15,18.3,6.1,8,8,8
31131,4845,370.7,12.4,7,8,9
31132,25,10.1,6.1,7,7,8
31133,5,12.2,6.1,8,8,8
31134,1995,102.2,13,7,8,8
31135,27329,19.3,0,N,N,N
31138,4486,91.4,16.7,7,9,9
31139,768,55.9,11.8,7,8,8
3114,3265,137.2,14.4,7,7,6
31140,4388,108.5,10.6,7,9,8
31141,7682,50.9,12.4,7,9,9
31142,216,51.4,10.6,8,7,7
31143,152,45.3,8.7,7,8,8
31144,7968,50.9,12.4,7,8,9
31145,146,35.1,8.1,8,9,9
31146,60,7.9,7,N,N,N
31147,20,27.4,4.9,8,8,8
31148,10,18.3,4.9,8,8,8
31149,25,15.2,4.9,8,8,8
3115,88059,113.4,20,7,7,6
31150,20,9.1,4.9,8,8,8
31151,25,34.3,7.5,9,9,9
31153,40,39.6,7.5,8,8,8
31154,55,131.4,8.1,9,9,8
31155,50,21.9,7.5,7,8,8
31156,10,28,7.5,7,8,8
31157,20,9.8,8.3,6,7,7
31158,40,8.2,7.9,6,6,6
31159,30,9.4,7.9,7,7,6
3116,91500,93.3,20,7,7,6
31160,20,7.9,6.9,6,7,8
31161,40,48.8,7.5,8,8,8
31162,50,9.8,7.8,6,6,9
31163,60,68,7.9,8,9,6
31164,10,7.6,5.5,9,7,8
31165,20,7.6,5.5,8,7,5
31166,15,8.5,4.9,8,7,8
31167,33000,24.1,23.5,7,7,9
31168,40,30.5,6.9,7,7,6
31169,75,35.7,9.3,8,8,9
3117,5619,54.9,9,7,6,6
31170,40,17.7,7.5,8,7,8
31171,60,77.1,7.9,8,9,7
31172,20,38.7,7.5,8,8,8
31173,6000,6.7,12.2,N,N,N
31174,15,14,7.6,8,8,9
31175,120,12.8,12.8,7,9,7
31176,100,11.9,7.3,6,6,6
31177,20,21.9,7.4,7,8,8
31179,35,15.2,0,N,N,N
3118,111498,90.2,20,7,7,6
31180,15,9.1,0,N,N,N
31181,4370,30.2,13.4,8,8,7
31182,25,9.1,6.2,8,7,8
31183,5,18.3,6.7,8,8,8
31184,40,12.2,5.5,7,8,8
31185,75,26.5,5.8,7,7,7
31186,50,13,7.8,7,7,9
31187,35,9,7.6,8,8,7
31188,15,12.2,7.6,9,8,8
31189,100,31.1,7.3,7,7,7
3119,111120,102.1,20,7,7,6
31190,35,9.2,7.3,8,7,5
31191,510,27.4,11,7,7,8
31192,15,8.5,6.1,9,6,7
31193,20,9.1,6.1,8,6,9
31194,20,15.5,7.3,8,8,8
31195,50,15.8,7.3,7,7,7
31196,15,7.3,4.9,5,6,4
31197,50,15.3,6.1,8,7,9
31198,15,12.2,6.1,8,8,8
31199,10,15.2,6.4,8,8,8
312,5519,68,13.9,6,7,8
3120,1768,85.3,11.2,7,6,6
31200,25,36.6,6.1,8,7,7
31201,10,15.2,6.4,8,8,8
31202,15,15.2,6.4,8,8,8
31203,10,21.3,6.4,8,8,8
31204,40,28.3,7.3,9,9,9
31205,50,13.7,7.3,7,7,6
31206,40,8.8,7.3,7,7,6
31207,30,12.8,7.3,7,7,6
31208,300,8.8,7.3,7,7,5
31209,40,8.8,7.3,7,7,6
3121,118023,110,17.5,6,6,6
31210,607,50,8.7,8,9,9
31211,20,89,7.5,7,9,9
31212,50,7.3,13.7,7,7,7
31213,312,11,0,N,N,N
31214,35,46.6,8.1,7,7,8
31215,205,31.4,8.1,8,7,8
31216,199,64.3,8.7,7,7,9
31217,5438,37.2,13,7,7,8
31218,2001,6.3,0,N,N,N
31219,458,30.5,8.1,8,9,9
3122,90907,110.3,17.5,6,6,6
31220,2107,43.3,13,7,8,9
31221,997,18.3,9.4,7,8,8
31222,5604,127.4,14.2,8,9,8
31223,40,6.4,0,N,N,N
31224,20,6.1,0,N,N,N
31225,10,9.1,5.5,N,N,N
31226,30,22.6,7.3,8,8,9
31227,5838,10.9,0,N,N,N
31228,12479,11.9,0,N,N,N
3123,90907,116.1,17.5,6,6,6
31230,8484,56,13,7,8,6
31231,7256,56,13,7,8,6
31232,200,30.5,7.5,9,9,9
31233,20,45.7,8.1,8,8,8
31234,50,32,7.5,8,8,9
31235,35,14.5,7.5,8,7,9
31236,20,24.4,6.7,7,7,8
31237,50,6.4,0,N,N,N
31238,200,7.9,0,N,N,N
31239,300,6.4,0,N,N,N
3124,84566,116.1,17.5,7,6,6
31240,2266,46.7,12.2,5,5,6
31243,35,31.1,8.1,8,8,9
31244,35,26.8,7.5,9,9,8
31246,457,100.7,8.7,8,9,9
31247,1613,59.7,13,8,7,8
31248,1613,9.8,0,N,N,N
31249,30,29,7.5,8,9,9
3125,1258,78.9,12.6,7,6,7
31250,35,52.7,8.1,8,8,8
31251,6780,27.7,16.4,7,7,7
31252,1435,35.4,14.8,7,8,7
31253,7101,7.9,11.6,N,N,N
31254,10237,9.8,11.6,N,N,N
31255,13106,11.2,11.6,N,N,N
31256,35,42.1,8.1,7,7,8
31258,25,77.1,7.5,9,7,7
31259,35,55.9,6.7,9,9,8
3126,498,75.3,14.4,6,7,6
31260,100,24.4,7.9,8,8,9
31261,25,26.5,7.9,8,7,9
31262,50,15.2,7.5,8,8,8
31263,40,68,10.8,8,9,9
31264,110,34.4,7.3,8,8,7
31265,35,22.9,7.5,8,8,8
31266,20,22.6,7.5,7,7,9
31267,15,18.3,7.5,7,7,8
31268,20,20.4,7.5,8,8,8
31269,40,20.7,7.5,7,7,7
3127,5821,60,14.4,7,7,6
31270,35,16.2,7.5,7,7,7
31271,194,42.5,11.2,7,8,8
31272,50,9.1,7,9,6,9
31273,35,14,6.9,6,6,9
31274,30122,11.5,0,N,N,N
31275,200,21.9,7.3,7,7,7
31276,28959,64.8,18.9,7,9,8
31277,300,21.6,7.3,7,6,7
31278,100,12.3,7.9,7,7,7
31279,30122,64.8,18.9,7,7,8
3128,5140,303.3,14.4,6,5,6
31280,1000,9.4,0,N,N,N
31281,25,11.5,9.2,N,N,N
31282,15,7.8,6.1,8,6,7
31283,100,19.2,7.2,8,8,6
31284,50,14,7.8,7,7,8
31285,30,11.4,6.2,N,N,N
31286,25,18.3,7,8,8,8
31287,30,7,7.4,N,N,N
31288,30,9.4,7.4,N,N,N
31290,150,13.1,8.5,N,N,N
31291,50,8.4,6.7,N,N,N
31292,50,7.9,6.3,N,N,N
31293,40,23.5,7.5,8,7,9
31294,38458,24.1,58.3,7,8,9
31295,50,13.7,8.2,7,7,8
31296,5,18.6,4.4,7,7,6
31297,100,13.9,0,N,N,N
31298,800,28.2,0,N,N,N
31299,25,7.6,0,N,N,N
313,514,66.4,8.7,6,7,6
3130,1742,194.5,12.5,7,7,6
31300,50,11.7,6.6,6,6,7
31301,20,14.6,4.8,7,8,8
31302,1000,40.4,10.4,N,N,N
31303,25,7.1,7.2,N,N,N
31304,50,22.7,8.5,N,N,N
31305,5081,47.9,13,7,7,8
31306,50,24.4,10.1,N,N,N
31307,100,12.1,7.8,8,8,8
31308,50,9.6,7.3,N,N,N
31309,3546,91.4,22.8,7,7,9
3131,16546,75,33.5,7,7,6
31310,551,27.6,8.7,8,9,9
31311,162,18.5,0,N,N,N
31312,7444,55.8,10.6,7,9,9
31313,50,15.3,9.1,N,N,N
31314,40,15.2,7.3,N,N,N
31315,40,48.2,7.5,8,8,8
31316,5,33.5,5.6,9,8,9
31317,20,12.5,7.3,8,8,8
